Misc,playerID,birthYear,birthCountry,birthCity,deathYear,deathCountry,deathCity,nameFirst,nameLast,Birthplace,geoname_id,continent_code,country_iso_code,country_name,city_name,registered_country_geoname_id,latitude,longitude
63915,woodhre01,1851,United States,Chelsea,1881,USA,Boston,Red,Woodhead,United States Chelsea,4054852,,US,United States,Chelsea,6252001,33.2982,-86.6563
63919,woodhu01,1993,United States,Rogers,,,,Hunter,Wood,United States Rogers,4128894,,US,United States,Rogers,6252001,36.317,-94.1568
63924,woodja01,1937,United States,Elizabeth,,,,Jake,Wood,United States Elizabeth,4257080,,US,United States,Elizabeth,6252001,38.1244,-85.9589
63930,woodja02,1969,United States,San Bernardino,,,,Jason,Wood,United States San Bernardino,5391710,,US,United States,San Bernardino,6252001,34.2166,-117.3908
63931,woodji01,1843,United States,Brooklyn,1927,USA,San Francisco,Jimmy,Wood,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
63937,woodjo01,1872,United States,Harrisburg,1929,USA,Philadelphia,John,Wood,United States Harrisburg,4113951,,US,United States,Harrisburg,6252001,35.5722,-90.7038
63944,woodjo02,1889,United States,Kansas City,1985,USA,West Haven,Smoky Joe,Wood,United States Kansas City,4273837,,US,United States,Kansas City,6252001,39.0661,-94.6288
63946,woodjo03,1919,United States,Houston,1985,USA,Houston,Joe,Wood,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
63949,woodjo04,1916,United States,Shohola,2002,USA,Old Saybrook,Joe,Wood,United States Shohola,5212077,,US,United States,Shohola,6252001,41.4182,-74.918
63950,woodke01,1924,United States,Lincolnton,2007,USA,Myrtle Beach,Ken,Wood,United States Lincolnton,4205797,,US,United States,Lincolnton,6252001,33.7773,-82.4435
63952,woodke02,1977,United States,Irving,,,,Kerry,Wood,United States Irving,4241607,,US,United States,Irving,6252001,39.2089,-89.4104
63955,woodlge01,1922,United States,Akron,2001,USA,Barberton,Gene,Woodling,United States Akron,4047204,,US,United States,Akron,6252001,32.8553,-87.7219
63962,woodmda01,1893,United States,Danvers,1962,USA,Danvers,Dan,Woodman,United States Danvers,4889423,,US,United States,Danvers,6252001,40.5364,-89.1885
63965,woodmi01,1980,United States,West Palm Beach,,,,Mike,Wood,United States West Palm Beach,4177887,,US,United States,West Palm Beach,6252001,26.7165,-80.0679
63966,woodpe01,1867,Canada,Dundas,1923,USA,Chicago,Pete,Wood,Canada Dundas,6948482,,CA,Canada,Dundas,6251999,43.2638,-79.9524
63967,woodrbr01,1993,United States,Tupelo,,,,Brandon,Woodruff,United States Tupelo,4448903,,US,United States,Tupelo,6252001,34.2538,-88.7209
63968,woodro01,1892,United States,Monticello,1974,USA,Fayetteville,Roy,Wood,United States Monticello,4122015,,US,United States,Monticello,6252001,33.625,-91.7948
63979,woodrpe01,1874,United States,Baltimore,1918,USA,New York,Pete,Woodruff,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
63982,woodsal01,1953,United States,Oakland,,,,Al,Woods,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
63994,woodsdi01,1945,United States,Oelwein,,,,Dick,Woodson,United States Oelwein,4869760,,US,United States,Oelwein,6252001,42.6811,-91.9131
63995,woodsga01,1953,United States,Santa Barbara,2015,USA,Solvang,Gary,Woods,United States Santa Barbara,5392952,,US,United States,Santa Barbara,6252001,34.4208,-119.6982
63996,woodsja01,1981,United States,Fresno,,,,Jake,Woods,United States Fresno,4692400,,US,United States,Fresno,6252001,29.5293,-95.4626
63999,woodsji01,1939,United States,Chicago,,,,Jim,Woods,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
64000,woodsjo01,1898,United States,Princeton,1946,USA,Norfolk,John,Woods,United States Princeton,4263396,,US,United States,Princeton,6252001,38.3525,-87.5691
64014,woodske01,1969,United States,Jacksonville,,,,Kerry,Woodson,United States Jacksonville,4069553,,US,United States,Jacksonville,6252001,33.831,-85.7752
64021,woodsp01,1909,United States,Spartanburg,1986,USA,Wichita,Spades,Wood,United States Spartanburg,4597200,,US,United States,Spartanburg,6252001,34.8939,-81.834
64022,woodspi01,1920,United States,Waterbury,1982,USA,Los Angeles,Pinky,Woods,United States Waterbury,4845193,,US,United States,Waterbury,6252001,41.5503,-72.9963
64025,woodsro01,1943,United States,Hamilton,,,,Ron,Woods,United States Hamilton,4065965,,US,United States,Hamilton,6252001,34.1534,-88.0085
64036,woodstr01,1962,United States,Richmond,,,,Tracy,Woodson,United States Richmond,4263681,,US,United States,Richmond,6252001,39.8335,-84.8983
64049,woodswa01,1875,United States,Rye,1951,USA,Portsmouth,Walt,Woods,United States Rye,5092018,,US,United States,Rye,6252001,43.0095,-70.7652
64051,woodte01,1967,United States,Mansfield,,,,Ted,Wood,United States Mansfield,4207676,,US,United States,Mansfield,6252001,33.4314,-83.7908
64059,woodti01,1982,United States,Tucson,,,,Tim,Wood,United States Tucson,5318313,,US,United States,Tucson,6252001,32.2519,-110.82
64060,woodtr01,1987,United States,Little Rock,,,,Travis,Wood,United States Little Rock,4119403,,US,United States,Little Rock,6252001,34.6725,-92.3529
64061,woodwch01,1976,United States,Covina,,,,Chris,Woodward,United States Covina,5340175,,US,United States,Covina,6252001,34.086,-117.8843
64062,woodwfr01,1894,United States,New Haven,1961,USA,New Haven,Frank,Woodward,United States New Haven,4302374,,US,United States,New Haven,6252001,37.6438,-85.547
64069,woodwi01,1941,United States,Cambridge,,,,Wilbur,Wood,United States Cambridge,4350175,,US,United States,Cambridge,6252001,38.5643,-76.0874
64078,woodwro01,1962,United States,Hanover,,,,Rob,Woodward,United States Hanover,4258510,,US,United States,Hanover,6252001,38.7138,-85.4763
64089,woodwwo01,1942,United States,Miami,,,,Woody,Woodward,United States Miami,4164138,,US,United States,Miami,6252001,25.7806,-80.1826
64093,woodyma01,1978,United States,Mobile,,,,Mark,Woodyard,United States Mobile,4076598,,US,United States,Mobile,6252001,30.6605,-88.1618
64095,wooteju01,1924,United States,Pelzer,2006,USA,Williamston,Junior,Wooten,United States Pelzer,4590747,,US,United States,Pelzer,6252001,34.6461,-82.4673
64096,wootero01,1985,United States,Goldsboro,,,,Rob,Wooten,United States Goldsboro,4468261,,US,United States,Goldsboro,6252001,35.3664,-77.9221
64098,wootesh01,1972,United States,Glendora,,,,Shawn,Wooten,United States Glendora,5352439,,US,United States,Glendora,6252001,34.1251,-117.8557
64100,wordsfa01,1850,United States,New York,1888,USA,New York,Favel,Wordsworth,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
64101,workmbr01,1988,United States,Arlington,,,,Brandon,Workman,United States Arlington,4282663,,US,United States,Arlington,6252001,36.7903,-89.0128
64113,workmha01,1926,United States,Los Angeles,,,,Hank,Workman,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
64114,workmho01,1899,United States,Huntington,1972,USA,Fort Myers,Hoge,Workman,United States Huntington,4115654,,US,United States,Huntington,6252001,35.0963,-94.3313
64120,worksra01,1888,United States,Payson,1941,USA,Pasadena,Ralph,Works,United States Payson,4246765,,US,United States,Payson,6252001,39.8153,-91.2627
64123,worleva01,1987,United States,Sacramento,,,,Vance,Worley,United States Sacramento,4307057,,US,United States,Sacramento,6252001,37.4177,-87.2736
64125,worrema01,1983,United States,Palm Beach Gardens,,,,Mark,Worrell,United States Palm Beach Gardens,4167519,,US,United States,Palm Beach Gardens,6252001,26.8238,-80.1407
64126,worreti01,1967,United States,Pasadena,,,,Tim,Worrell,United States Pasadena,4364990,,US,United States,Pasadena,6252001,39.1244,-76.495
64129,worreto01,1959,United States,Arcadia,,,,Todd,Worrell,United States Arcadia,4146206,,US,United States,Arcadia,6252001,27.1861,-81.8667
64137,worthal01,1929,United States,Birmingham,,,,Al,Worthington,United States Birmingham,4049979,,US,United States,Birmingham,6252001,33.513,-86.7372
64139,worthcr01,1965,United States,Los Angeles,,,,Craig,Worthington,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
64140,worthda01,1985,United States,Northridge,,,,Danny,Worth,United States Northridge,5377985,,US,United States,Northridge,6252001,34.2326,-118.5481
64141,worthre01,1906,United States,Alhambra,1963,USA,Sepulveda,Red,Worthington,United States Alhambra,5323060,,US,United States,Alhambra,6252001,34.0915,-118.1307
64142,worthri01,1953,United States,Odessa,,,,Rich,Wortham,United States Odessa,4166787,,US,United States,Odessa,6252001,28.1412,-82.5931
64147,wortmch01,1892,United States,Baltimore,1977,USA,Las Vegas,Chuck,Wortman,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
64149,wotusro01,1961,United States,Hartford,,,,Ron,Wotus,United States Hartford,4066437,,US,United States,Hartford,6252001,31.086,-85.7192
64154,woulfji01,1859,United States,New Orleans,1924,USA,New Orleans,Jimmy,Woulfe,United States New Orleans,4335045,,US,United States,New Orleans,6252001,29.9353,-90.074
64156,wrighal01,1912,United States,San Francisco,1998,USA,Oakland,Al,Wright,United States San Francisco,5391959,,US,United States,San Francisco,2017370,37.7751,-122.4193
64157,wrighal99,1842,United States,New York,1905,USA,New York,Al,Wright,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
64158,wrighbi01,1864,United States,Washington,1940,USA,Washington,Hiram,Wright,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
64178,wrighch01,1983,United States,Wichita Falls,,,,Chase,Wright,United States Wichita Falls,4741752,,US,United States,Wichita Falls,6252001,33.8654,-98.5252
64179,wrighcl01,1941,United States,Jefferson City,,,,Clyde,Wright,United States Jefferson City,4392388,,US,United States,Jefferson City,6252001,38.5462,-92.1525
64182,wrighcy01,1893,United States,Minneapolis,1947,USA,Hines,Cy,Wright,United States Minneapolis,4275586,,US,United States,Minneapolis,6252001,39.1295,-97.6688
64184,wrighda01,1875,United States,Dennison,1946,USA,Dennison,Dave,Wright,United States Dennison,5024204,,US,United States,Dennison,6252001,44.4265,-92.9554
64186,wrighda02,1977,United States,Longview,,,,Dan,Wright,United States Longview,4707814,,US,United States,Longview,6252001,32.5178,-94.7303
64188,wrighda03,1982,United States,Norfolk,,,,David,Wright,United States Norfolk,4776222,,US,United States,Norfolk,6252001,36.8645,-76.3004
64193,wrighda04,1991,United States,Bartlett,,,,Daniel,Wright,United States Bartlett,4604183,,US,United States,Bartlett,6252001,35.1841,-89.8588
64198,wrighdi01,1889,United States,Worcester,1952,USA,Bethlehem,Dick,Wright,United States Worcester,4956184,,US,United States,Worcester,6252001,42.2894,-71.7888
64202,wrighed01,1919,United States,Dyersburg,1995,USA,Dyersburg,Ed,Wright,United States Dyersburg,4619800,,US,United States,Dyersburg,6252001,36.0444,-89.3836
64203,wrighge01,1847,United States,New York,1937,USA,Boston,George,Wright,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
64204,wrighge02,1878,United States,Cleveland,1930,USA,Barberton,Gene,Wright,United States Cleveland,4055815,,US,United States,Cleveland,6252001,33.9778,-86.5598
64218,wrighge03,1958,United States,Oklahoma City,,,,George,Wright,United States Oklahoma City,4544349,,US,United States,Oklahoma City,2921044,35.5144,-97.5865
64220,wrighha01,1835,United Kingdom,Sheffield,1895,USA,Atlantic City,Harry,Wright,United Kingdom Sheffield,2638077,EU,GB,United Kingdom,Sheffield,2635167,53.383,-1.4659
64221,wrighja01,1974,United States,Oklahoma City,,,,Jamey,Wright,United States Oklahoma City,4544349,,US,United States,Oklahoma City,2921044,35.5144,-97.5865
64222,wrighja02,1975,United States,Anaheim,,,,Jaret,Wright,United States Anaheim,5323810,,US,United States,Anaheim,6252001,33.8055,-117.9223
64223,wrighji01,1900,United Kingdom,Hyde,1963,USA,Oakland,Jim,Wright,United Kingdom Hyde,2646327,EU,GB,United Kingdom,Hyde,2635167,53.45,-2.0833
64224,wrighji02,1950,United States,Reed City,,,,Jim,Wright,United States Reed City,5006946,,US,United States,Reed City,6252001,43.8868,-85.513
64226,wrighjo01,1869,United States,Oshkosh,1909,USA,Omaha,Joe,Wright,United States Oshkosh,5265838,,US,United States,Oshkosh,6252001,43.9946,-88.526
64228,wrighke01,1946,United States,Pensacola,2017,USA,Pensacola,Ken,Wright,United States Pensacola,4168228,,US,United States,Pensacola,6252001,30.4873,-87.1872
64229,wrighky01,1995,United States,Huntsville,,,,Kyle,Wright,United States Huntsville,4068590,,US,United States,Huntsville,6252001,34.7448,-86.6704
64235,wrighlu01,1880,United States,Waterville,1941,USA,Tontogany,Lucky,Wright,United States Waterville,4281318,,US,United States,Waterville,6252001,39.6971,-96.7498
64241,wrighme01,1928,United States,Manila,1983,USA,Houston,Mel,Wright,United States Manila,5777855,,US,United States,Manila,6252001,40.9685,-109.7235
64242,wrighmi01,1990,United States,Bennettsville,,,,Mike,Wright,United States Bennettsville,4570634,,US,United States,Bennettsville,6252001,34.6255,-79.6898
64243,wrighpa01,1868,United States,Pottsville,1943,USA,Springfield,Pat,Wright,United States Pottsville,5207080,,US,United States,Pottsville,6252001,40.684,-76.2123
64244,wrighra01,1863,United States,Birmingham,1922,USA,Duluth,Rasty,Wright,United States Birmingham,4049979,,US,United States,Birmingham,6252001,33.513,-86.7372
64247,wrighri01,1958,United States,Paris,,,,Ricky,Wright,United States Paris,4125402,,US,United States,Paris,6252001,35.2941,-93.7265
64256,wrighro02,1976,United States,Delta,,,,Ron,Wright,United States Delta,4557544,,US,United States,Delta,6252001,39.7518,-76.3441
64261,wrighsa01,1848,United States,New York,1928,USA,Boston,Sam,Wright,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
64262,wrighst01,1984,United States,Torrance,,,,Steven,Wright,United States Torrance,5403022,,US,United States,Torrance,6252001,33.8104,-118.3531
64263,wrighta01,1911,United States,Tabor City,1981,USA,Orlando,Taffy,Wright,United States Tabor City,4494408,,US,United States,Tabor City,6252001,34.1233,-78.8232
64264,wrighto01,1923,United States,Rutherfordton,2017,USA,Shelby,Tom,Wright,United States Rutherfordton,4489365,,US,United States,Rutherfordton,6252001,35.3706,-81.9781
64265,wrighwe01,1985,United States,Montgomery,,,,Wesley,Wright,United States Montgomery,4076784,,US,United States,Montgomery,6252001,32.3668,-86.3
64271,wriglze01,1874,United States,Philadelphia,1952,USA,Philadelphia,Zeke,Wrigley,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
64275,wronari01,1963,United States,Tulsa,,,,Rick,Wrona,United States Tulsa,4553433,,US,United States,Tulsa,6252001,36.1462,-95.9085
64276,wuertmi01,1978,United States,Austin,,,,Michael,Wuertz,United States Austin,4099974,,US,United States,Austin,6252001,34.9921,-91.9798
64282,wunscke01,1972,United States,Houston,,,,Kelly,Wunsch,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
64285,wurmfr01,1924,United States,Cambridge,1993,USA,Glens Falls,Frank,Wurm,United States Cambridge,4350175,,US,United States,Cambridge,6252001,38.5643,-76.0874
64294,wyattjo01,1900,United States,Petersburg,1970,USA,Oblong,Joe,Wyatt,United States Petersburg,4262968,,US,United States,Petersburg,6252001,38.4789,-87.2883
64304,wyattjo02,1935,United States,Chicago,1998,USA,Omaha,John,Wyatt,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
64305,wyattwh01,1907,United States,Kensington,1999,USA,Carrollton,Whit,Wyatt,United States Kensington,4359760,,US,United States,Kensington,6252001,39.0298,-77.0793
64307,wyckowe01,1891,United States,Williamsport,1961,USA,Sheboygan Falls,Weldon,Wyckoff,United States Williamsport,4528434,,US,United States,Williamsport,6252001,39.6117,-83.1251
64310,wyliere01,1861,United States,Elizabeth,1951,USA,Wilkinsburg,Ren,Wylie,United States Elizabeth,4257080,,US,United States,Elizabeth,6252001,38.1244,-85.9589
64316,wymanfr01,1859,United States,Cumberland,1942,USA,Portland,Willis,Wyman,United States Cumberland,4289232,,US,United States,Cumberland,6252001,36.9711,-82.9771
64322,wynegbu01,1956,United States,York,,,,Butch,Wynegar,United States York,4562407,,US,United States,York,6252001,39.9552,-76.6653
64325,wynnea01,1920,United States,Hartford,1999,USA,Venice,Early,Wynn,United States Hartford,4066437,,US,United States,Hartford,6252001,31.086,-85.7192
64331,wynnebi02,1943,United States,Williamston,,,,Billy,Wynne,United States Williamston,4499294,,US,United States,Williamston,6252001,35.8212,-77.1022
64334,wynnema01,1959,United States,Chicago,,,,Marvell,Wynne,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
64335,wynnji01,1942,United States,Cincinnati,,,,Jim,Wynn,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
64337,wynnsau01,1990,United States,San Diego,,,,Austin,Wynns,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
64340,wysonbi01,1905,United States,Clarksville,1951,USA,Xenia,Biff,Wysong,United States Clarksville,4105879,,US,United States,Clarksville,6252001,35.4908,-93.4911
64350,yabutya01,1973,Japan,Kishiwada,,,,Yasuhiko,Yabuta,Japan Kishiwada,1859383,AS,JP,Japan,Kishiwada,1861060,34.5057,135.415
